카테고리: 모든 카테고리
"baldur's gate: (25. 8. 10.~26. 8. 10., 미국)"

TOP
발더스 게이트 시리즈,100
발더스 게이트 3,87
비디오 게임,6
모드,6
등장인물,5
플레이스테이션 5,4
발더스 게이트,2
발더스 게이트 II: 섀도스 오브 암,2
엑스박스,2
스팀,2
개인용 컴퓨터,2
던전 & 드래곤,2
멀티플레이어 비디오 게임,2
Larian Studios,1

RISING
Larian Studios,급등
비디오 게임,+50%

