카테고리: 모든 카테고리
"take-two boss: (25. 8. 10.~26. 8. 10., 미국)"

TOP
테이크투 인터랙티브,100
2026,90
그랜드 테프트 오토,60
그랜드 테프트 오토 VI,57
회사,46
가격,28
2025,21

RISING
2026,급등
그랜드 테프트 오토,급등
그랜드 테프트 오토 VI,급등
회사,급등
가격,급등
2025,급등
테이크투 인터랙티브,+50%

