카테고리: 모든 카테고리
"gta 6's: (25. 9. 3.~26. 9. 3., 미국)"

TOP
그랜드 테프트 오토,100
그랜드 테프트 오토 VI,100
그랜드 테프트 오토 V,15
비디오 게임,11
지도,8
예산,7
large,5
게임플레이,4
Rockstar Games,3
레드 데드 리뎀션 2,3
넷플릭스,1

RISING
예산,급등
Rockstar Games,급등
레드 데드 리뎀션 2,급등
넷플릭스,급등

