카테고리: 모든 카테고리
"galaxy fold: (25. 8. 10.~26. 8. 10., 미국)"

TOP
삼성 갤럭시,100
삼성 갤럭시 폴드,96
삼성 갤럭시 Z 시리즈,57
삼성전자,42
삼성,42
삼성 갤럭시 Z 폴드 7,35
휴대 전화,13
삼성 갤럭시 Z 폴드 6,9
삼성 갤럭시 Z 폴드 5,5
컴퓨터 모니터,4
삼성 갤럭시 Z 폴드 4,3
구글 픽셀,2
삼성 갤럭시 Z 플립,2
삼성 갤럭시 Z 폴드 7,2
삼성 갤럭시 Z 플립 7,1
삼성 갤럭시 Z 폴드2,1
아이폰 17 프로,1
Pixel 10 Pro Fold,1
모토로라 모빌리티,1
국민보건서비스,1
아이폰 17,1
갤럭시 S26 울트라 자급제 핑크 골드 256GB,1

RISING
삼성 갤럭시 Z 플립 7,급등
아이폰 17 프로,급등
국민보건서비스,급등
갤럭시 S26 울트라 자급제 핑크 골드 256GB,급등
삼성 갤럭시 Z 폴드 7,급등
Pixel 10 Pro Fold,급등
모토로라 모빌리티,급등
아이폰 17,"+2,750%"
삼성 갤럭시 Z 폴드2,+500%
삼성 갤럭시 Z 폴드 7,+200%

