카테고리: 모든 카테고리
"galaxy fold: (25. 7. 20.~26. 7. 20., 미국)"

TOP
삼성 갤럭시,100
삼성 갤럭시 폴드,89
삼성 갤럭시 Z 시리즈,59
삼성전자,43
삼성,40
삼성 갤럭시 Z 폴드 7,39
휴대 전화,12
삼성 갤럭시 Z 폴드 6,8
삼성 갤럭시 Z 폴드 5,5
컴퓨터 모니터,4
삼성 갤럭시 Z 폴드 4,3
구글 픽셀,2
삼성 갤럭시 Z 플립,2
삼성 갤럭시 Z 폴드 7,2
Samsung Galaxy Z Flip 7 12/512gb,2
삼성 갤럭시 Z 폴드2,1
Pixel 10 Pro Fold,1
아이폰 17 프로,1
모토로라 모빌리티,1
아이폰 17,1
wide,<1
삼성 갤럭시 S26,<1
Samsung Galaxy Z Fold 7 카본 폰 케이스,<1
Samsung Galaxy Watch Ultra 47mm Lte 스마트워치,<1
Samsung Galaxy Tab S8 Ultra 5g 14.6 태블릿,<1

RISING
삼성 갤럭시 Z 폴드 7,급등
Samsung Galaxy Z Flip 7 12/512gb,급등
아이폰 17 프로,급등
모토로라 모빌리티,급등
삼성 갤럭시 S26,급등
삼성 갤럭시 Z 폴드 7,급등
Samsung Galaxy Z Fold 7 카본 폰 케이스,급등
Samsung Galaxy Watch Ultra 47mm Lte 스마트워치,급등
Samsung Galaxy Tab S8 Ultra 5g 14.6 태블릿,급등
아이폰 17,급등
Pixel 10 Pro Fold,급등
삼성 갤럭시 Z 폴드2,"+2,650%"
삼성 갤럭시 Z 폴드 3,"+1,550%"
wide,"+1,400%"
Samsung Galaxy S26 Ultra,"+1,300%"

