카테고리: 모든 카테고리
"resident evil: (25. 7. 28.~26. 7. 28., 미국)"

TOP
바이오하자드,100
바이오하자드 레퀴엠,26
비디오 게임,10
바이오하자드 RE:2,8
바이오하자드 4,8
바이오하자드 빌리지,7
레지던트 이블,6
바이오하자드 7: 레지던트 이블,5
레온 S. 케네디,4
바이오하자드 RE:4,4
바이오하자드 5,3
바이오하자드,3
바이오하자드 RE: 3,3
레지던트 이블,3
바이오하자드 6,3
플레이스테이션 5,3
객실내 금고,2
퍼즐,2
모드,2
바이오하자드 코드: 베로니카,2
비디오 게임 공략,1
스팀,1
레지던트 이블: 0번째 밤,1
닌텐도 스위치 2,1
사전주문,<1

RISING
레지던트 이블: 0번째 밤,급등
바이오하자드 레퀴엠,급등
닌텐도 스위치 2,+600%
사전주문,+550%
바이오하자드 코드: 베로니카,+80%
레온 S. 케네디,+70%

